,2020,2015-2019,change,smoothed change
2020-12-04,12.955096787311914,13.729046116307442,0.05637313200341176,0.031156931242236615
2020-12-05,13.030058080313417,13.722347404505387,0.050449773918759266,0.030696123981614674
2020-12-06,13.118794613124388,13.722935063663074,0.044024142629544905,0.030021174594263626
2020-12-07,13.210466738660909,13.730402499228635,0.037867481350014054,0.02913399546736989
2020-12-08,13.297507775377971,13.780541345263808,0.03505185738235528,0.028037907445766376
2020-12-09,13.384548812095032,13.830680191298983,0.032256647759422385,0.026737163981906883
2020-12-10,13.471589848812094,13.880819037334156,0.029481631265517505,0.025236723744921266
2020-12-11,13.510994078583288,13.935599280575541,0.0304691024363839,0.023542101072714178
2020-12-12,13.528426286662976,13.981642446043166,0.03241508722091879,0.021659300787495755
2020-12-13,13.539008086096567,14.018487783595113,0.034203382340543764,0.019595039594319165
2020-12-14,13.54645427574171,14.051123036649214,0.035916613895643046,0.017357110280678274
2020-12-15,13.590521904266389,14.068098647242456,0.0339474974515962,0.01495476825801188
2020-12-16,13.637184710234282,14.083439334155363,0.03168648036412658,0.012399066435615873
2020-12-17,13.712300202675317,14.069341913254963,0.025377285787849813,0.009702954876408137
2020-12-18,13.787087393595462,14.035332995541141,0.01768719003849384,0.00688124744161391
2020-12-19,13.861874584515606,14.00132407782732,0.009959736131852526,0.00395030465846224
2020-12-20,13.936062691131498,13.962516717635067,0.001894646003908207,0.0009275689545849079
2020-12-21,14.009941959334567,13.884743622920517,-0.009016971419434583,-0.002168920336935661
2020-12-22,14.084236148848198,13.713159539279388,-0.027059891522877244,-0.005321073383158969
2020-12-23,14.15742950947314,13.50790975862964,-0.04808440109903378,-0.008511603163847921
2020-12-24,14.114657643394757,13.436069634051389,-0.05050494882994694,-0.011725445816442075
2020-12-25,14.071885777316377,13.364229509473137,-0.05295152012629112,-0.014951184668313633
2020-12-26,14.029113911237996,13.292389384894886,-0.05542453692940286,-0.018181281620449963
